Year Reported to CDP,Account Number,Organization,City,Country,CDP Region,Access,City-wide emissions inventory,Accounting year,Administrative city boundary,Inventory boundary (compared to Administrative city boundary),Primary Protocol,Primary Protocol Comment,Common Reporting Framework inventory format (GPC),Gases Included,Direct emissions (metric tonnes CO2e) for Total generation of grid-supplied energy,Direct emissions (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy),Indirect emissions from use of grid supplied energy (metric tonnes CO2e) for Total generation of grid supplied energy,Indirect emissions from use of grid supplied energy (metric tonnes CO2e) for Total Emissions (excluding generation of grid-supplied energy),Emissions occurring outside city boundary (metric tonnes CO2e) for Total Generation of grid supplied energy,Emissions occurring outside city boundary (metric tonnes CO2e) for Total Emissions (excluding generation of grid-supplied energy),TOTAL Scope 1 Emissions (metric tonnes CO2e),TOTAL Scope 2 emissions (metric tonnes CO2e),TOTAL Scope 3 Emissions,TOTAL BASIC Emissions (GPC),TOTAL BASIC+ Emissions (GPC),Change in emissions,Primary reason for the change in emissions,Land area (in square km),Population,Population Year,City Location,Last update
2020,59996,Batangas City,Batangas,Philippines,Southeast Asia and Oceania,public,Yes,2017-01-01 - 2017-12-31,City / Municipality,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,"Results of the inventory cover the reporting period from January 1, 2010 to December 31, 2010. The report was completed primarily in accordance with the guidance from the World Resources Institute’s (WRI) Greenhouse Gas Protocol, the current international standard for corporate greenhouse gas inventories, the 2006 IPCC Guidelines for National GHG inventories, and Tracking Greenhouse Gases: An Inventory Manual published by the Department of Environment and Natural Resources (DENR).Guidance from the following sources was also used: GHG Management in Local Governments: A Guide developed by the Greenhouse Gas Management Institute (GHGMI) with funding support from USAID, International Local Government Greenhouse Gas Emissions Analysis Protocol (IEAP)developed by ICLEI, and the newly published Global Protocol for Community-Scale Greenhouse Gas Emissions  from WRI, ICLEI, and the C40 Climate Leadership Group were also used to supplement the GHG Protocol.",,"CH4, CO2, N20",172070,,,,,,,,,,,Increased,Behavioural change,285.4144,354170,2017,POINT (121.058 13.7565),2021-07-16T02:03:37.903
2020,59550,"City of Bend, OR",,United States of America,North America,public,Yes,2015-07-01 - 2016-06-30,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,,"CH4, CO2, N20, NF3, SF6",,,,,,,,,,,,This is our first year of calculation,,,100000,2020,,2021-07-16T02:03:37.903
2020,840905,City of Kaysone Phomvihane,,Lao People's Democratic Republic,Southeast Asia and Oceania,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",,,,257336,,38330,,,,,,This is our first year of calculation,,779.03,131749,2019,,2021-07-16T02:03:37.903
2020,54029,City of Spokane,Spokane,United States of America,North America,public,Yes,2016-01-01 - 2016-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,,"CH4, CO2, N20",,,,,,,,,,,,Do not know,,180.01,215144,2016,,2021-07-16T02:03:37.903
2020,58609,City of Ærøskøbing,Ærøskøbing,Denmark,Europe,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Larger – covers the whole city and adjoining areas,,,,CO2,,,,,,,,,,,,Stayed the same,,88,6058,2019,POINT (10.4047 54.8914),2021-07-16T02:03:37.903
2020,68373,Prefeitura de Pedreira,,Brazil,Latin America,public,Yes,2016-01-01 - 2017-01-01,Metropolitan area,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,,,,,,Do not know,,101,47321,2018,,2021-07-16T02:03:37.903
2020,49334,"City of Richmond, VA","Richmond, VA",United States of America,North America,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),Collected data over a 1 year period with the help of many public and governmental organizations as well as private utility company.,,"CH4, CO2, N20",,,,,,,1361339,1248463,72171,,,Decreased,Improved data accuracy,62.5,230436,2019,POINT (-77.436 37.5407),2021-07-16T02:03:37.903
2020,10495,City of Las Vegas,Las Vegas,United States of America,North America,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Larger – covers the whole city and adjoining areas,City specific methodology,"Community data was collected from local utilities (NV Energy and Southwest Gas), the Nevada Department of Transportation's Annual VMT Report for Clark County, the Regional Transportation Commission of Southern Nevada, and the Nevada Department of Environmental Protection.",,CO2,,18078957,,4023248,,187130,,,,,,Decreased,Legislative change,351.979,675971,2019,POINT (-115.14 36.1699),2021-07-16T02:03:37.903
2020,50361,Ayuntamiento de Hermosillo,Hermosillo,Mexico,Latin America,public,Yes,2014-01-01 - 2015-01-01,Metropolitan area,Larger – covers the whole city and adjoining areas,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,,,,,,Stayed the same,No new inventory to report,1273,913318,2020,POINT (-110.961 29.0892),2021-07-16T02:03:37.903
2020,58597,Municipalidad de La Unión,La Unión,Costa Rica,Latin America,public,Yes,2017-01-01 - 2017-12-31,City / Municipality,Same – covers entire city and nothing else,Regional or country specific methodology,"Para el caso de Costa Rica, la metodología para la medición, reporte y verificación de las emisiones, reducciones, remociones y compensaciones de GEI a nivel cantonal está basada en el Programa País Carbono Neutralidad 2.0 en su categoría Cantonal. Este programa incorpora elementos del GPC y algunas guías del IPCC.  Accesible en el siguiente enlace: https://cambioclimatico.go.cr/metas/descarbonizacion/",,"CH4, CO2, N20",,111349.92,,7411.88,,35574.76,,,,,,This is our first year of calculation,"Other, please specify: Año base que se utilizará como referencia",44.8,112508,2020,POINT (-83.9833 9.91667),2021-07-16T02:03:37.903
2020,58413,"City of Carmel, IN",Carmel,United States of America,North America,public,Yes,2018-01-01 - 2018-12-31,Independent city,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,679243,,568125,,13049,,,,,,Increased,Population increase,125.718,93510,2018,POINT (-86.118 39.9784),2021-07-16T02:03:37.903
2020,50665,Município de Ovar,Ovar,Portugal,Europe,public,In progress,-,City / Municipality,,,,,,,,,,,,,,,,,,,148,55398,2017,POINT (-8.59723 40.8901),2021-07-16T02:03:37.903
2020,840529,Ayuntamiento de Victoria (Tamaulipas),,Mexico,Latin America,public,In progress,2019-08-28 - 2020-08-24,City / Municipality,Larger – covers the whole city and adjoining areas,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,,,,,,,,14113.294,346029,2015,,2021-07-16T02:03:37.903
2020,826207,Junta Intermunicipal de Medio Ambiente Region Valles (JIMAV),JIMAV,Mexico,Latin America,public,Yes,2016-01-01 - 2016-12-31,Intercommunality,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,"ALCANCE:Basic + Todas las emisiones relevantes de alcance 1 y alcance 2 de: unidades estacionarias, unidades móviles, residuos, procesos industriales y usos de productos (IPPU), así como de agricultura, silvicultura y otros usos de la tierra (AFOLU). Todas las emisiones relevantes de alcance 3 del sector residuos, de unidades móviles y de unidades estacionarias.LÍMITES OPERATIVOSTodas las emisiones relevantes de alcance 1 y alcance 2 de: - Unidades estacionarias- Unidades móviles - Residuos- Procesos industriales y usos de productos - Agricultura, silvicultura y otros usos de la tierra (AFOLU). Todas las emisiones relevantes de alcance 3 del sector residuos Todas las emisiones relevantes de alcance 3 de unidades móviles y de unidades estacionarias",,"CH4, CO2, N20, NF3, SF6",,1554768,,194152,,33906,,,,,,This is our first year of calculation,"Other, please specify: El inventario de emisiones se generó en 2019 y los compromisos adquiridos por nuestra intermunicipalidad es actualizar el inventario en 2021",5998,371457,2015,POINT (-104.367 19.7682),2021-07-16T02:03:37.903
2020,74594,City of Boynton Beach,Boynton Beach,United States of America,North America,public,Yes,2017-01-01 - 2017-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),The City  of Boynton Beach utilized the GPC methodology for its community inventory per GCoM requirements.,Yes,"CH4, CO2, N20",,445882.3,,423823.05,,50633.81,,,,,,This is our first year of calculation,"Other, please specify: This is GPC baseline year.",42.7,77696,2019,POINT (-80.216 26.4986),2021-07-16T02:03:37.903
2020,845301,Montes de Oca,,Costa Rica,Latin America,public,Yes,2020-12-09 - 2021-12-09,City / Municipality,Same – covers entire city and nothing else,Regional or country specific methodology,Metodología establecida por la Dirección de Cambio Climático del Ministerio de Ambiente y Energía. Se adjunta en pregunta 4.5,,"CH4, CO2, N20",,128136.56,,6188.02,,19874.84,,,,,,This is our first year of calculation,"Other, please specify: No se había realizado antes",15.6,49132,2011,,2021-07-16T02:03:37.903
2020,840018,Municipalidad Distrital de Ate,,Peru,Latin America,public,In progress,2019-01-01 - 2019-12-31,City / Municipality,Same – covers entire city and nothing else,"Other, please specify: CIRIS Standard_v2.3",,,"CH4, CO2, N20",,,,,,,,,,,,,,77.72,647000,2017,,2021-07-16T02:03:37.903
2020,63543,Fredensborg Kommune,Fredensborg,Denmark,Europe,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,Regional or country specific methodology,Energi- og CO2-regnskabet from sparenergi.dk,,"CH4, CO2",0,100251.76,,53957.1,,44713.42,,,,,,Increased,Change in accounting methodology,112,40865,2020,POINT (12.4058 55.9747),2021-07-16T02:03:37.903
2020,843399,Wandsworth Council,,United Kingdom of Great Britain and Northern Ireland,Europe,public,Yes,2018-01-01 - 2018-12-31,Local government area within a greater city / metropolitan area,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",500.99,629434,0,344829.62,0,294314.65,,,,,,This is our first year of calculation,,34.3,332500,2020,,2021-07-16T02:03:37.903
2020,60236,Municipality of Trelleborg,Trelleborg,Sweden,Europe,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Larger – covers the whole city and adjoining areas,Regional or country specific methodology,"The information in the database is based on Sweden's official emissions statistics, which are reported to the Climate Convention and the Air Pollution Convention, among others.",,"CH4, CO2, HFCs, N20, PFCs, SF6",,,,,,,,,,,,Decreased,Increased energy/electricity consumption,15.5,45400,2019,POINT (13.1569 55.3751),2021-07-16T02:03:37.903
2020,31148,City of Amsterdam,Amsterdam,Netherlands,Europe,public,Yes,2017-01-01 - 2017-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),methodes excludes LULUCF,Yes,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,,,,,,Decreased,"Other, please specify: greater share of renewable energy and reduced energy consumption per capita",219,872380,2020,POINT (4.89516 52.3702),2021-07-16T02:03:37.903
2020,58627,"City of Alton, IL",Alton,United States of America,North America,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,,,,,,,,,,,,,,43.9,26581,2015,POINT (-90.1843 38.8906),2021-07-16T02:03:37.903
2020,74695,Sandnes kommune,,Norway,Europe,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,Regional or country specific methodology,"The greenhouse gasses CO2, methane (CH4) and nitrous oxide (N2O) are included in the accounts. The emission figures are shown with unit CO2 equivalents. This is a unit of measurement used to be able to compare the heating effect of different greenhouse gases on the atmosphere and to clarify which emissions contribute the most to global warming. Under ""Questions and answers"" this is further elaborated.The same methods and data sources are used for all the years covered by the statistics. The first year for which emissions are calculated is 2009. The reason for this is that there is either no data basis, or that the data basis does not have sufficient quality further back in time.The emission accounts use data sources that show the development at the local level to the greatest possible extent. The data sources, and also the total amount of greenhouse gas emissions, can therefore vary from the national emission accounts. However, the method for calculations follows the principles in the national emission accounts.link: https://www.miljodirektoratet.no/tjenester/klimagassutslipp-kommuner/area=430&sector=-2",,CO2,,,,,,,,,,,,Decreased,,354.6,79559,2020,,2021-07-16T02:03:37.903
2020,54329,Bogor City Government,Bogor,Indonesia,Southeast Asia and Oceania,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"The city-wide GHG emissions used to methodologies, which are GPC and National Methodology called SIGN SMART.The inventory report is used for two reporting purposes as follows:●	GHG inventory reporting to province and national levels based on emissions calculated using IPCC 2006-SIGN SMART reporting framework.●	Develop the city’s baseline emissions for establishing mitigation action plans of Bogor City based on the GPC reporting framework",Yes,"CH4, CO2, N20",0,1478029,0,632471,0,112111,,,,,,Increased,Increased energy/electricity consumption,118.38,1048610,2020,POINT (106.806 -6.5971),2021-07-16T02:03:37.903
2020,70005,Tauragė,Taurage,Lithuania,Europe,public,Not intending to undertake,,City / Municipality,,,,,,,,,,,,,,,,,,,1179,38500,2019,POINT (22.2897 55.2522),2021-07-16T02:03:37.903
2020,58346,Plymouth City Council,Plymouth,United Kingdom of Great Britain and Northern Ireland,Europe,public,Yes,2019-01-01 - 2019-12-31,Metropolitan area,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,,CO2,,,,,,,,,,,,Increased,Improved data accuracy,79.83,256384,2011,,2021-07-16T02:03:37.903
2020,49367,Freetown City,Freetown,Sierra Leone,Africa,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,965037,49057,15106,1014094,1029200,This is our first year of calculation,Lack of knowledge overcome,82.1,1200000,2019,POINT (-13.2317 8.4657),2021-07-16T02:03:37.903
2020,54637,Alcaldía de Cuenca,Cuenca,Ecuador,Latin America,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"De acuerdo al GPC las fuentes de emisiones de GEI a nivel ciudad se dividen en tres alcances, seis categorías y tres niveles.",Yes,"CH4, CO2",187481,337318.15,,116682,,,,,,,,Do not know,Change in methodology,3665.32,505585,2010,POINT (-79.0048 -2.90841),2021-07-16T02:03:37.903
2020,44299,Dangjin City,Dangjin-si,Republic of Korea,East Asia,public,Yes,2017-01-01 - 2017-12-31,City / Municipality,Same – covers entire city and nothing else,"Other, please specify: National Greenhouse Gas Emission Factor / IPCC1996 G/L",Construction of Greenhouse Gas Inventory in Korea Environment Corporation,,"CH4, CO2, HFCs, N20, PFCs, SF6",0,42046607,0,5620873,0,0,,,,,,Increased,Increased energy/electricity consumption,694.75,166057,2020,,2021-07-16T02:03:37.903
