Year Reported to CDP,Account Number,Organization,City,Country,CDP Region,Access,City-wide emissions inventory,Accounting year,Administrative city boundary,Inventory boundary (compared to Administrative city boundary),Primary Protocol,Primary Protocol Comment,Gases Included,Direct emissions (metric tonnes CO2e) for Total generation of grid-supplied energy,Direct emissions (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy),Indirect emissions from use of grid supplied energy (metric tonnes CO2e) for Total generation of grid supplied energy,Indirect emissions from use of grid supplied energy (metric tonnes CO2e) for Total Emissions (excluding generation of grid-supplied energy),Emissions occurring outside city boundary (metric tonnes CO2e) for Total Generation of grid supplied energy,Emissions occurring outside city boundary (metric tonnes CO2e) for Total Emissions (excluding generation of grid-supplied energy),TOTAL Scope 1 Emissions (metric tonnes CO2e),TOTAL Scope 2 emissions (metric tonnes CO2e),TOTAL Scope 3 Emissions,TOTAL BASIC Emissions (GPC),TOTAL BASIC+ Emissions (GPC),Change in emissions,Primary reason for the change in emissions,Land area (in square km),Population,Population Year,City Location,Last update
2021,45219,Município de Aparecida,Aparecida,Brazil,Latin America,public,Not intending to undertake,,City / Municipality,,,,,,,,,,,,,,,,,,121076,36279,2017,POINT (-41.6667 -20.7),10/04/2021 09:23:47 AM
2021,35877,"City of Pittsburgh, PA",Pittsburgh,United States of America,North America,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same – covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,"CH4, CO2, N20",,5010418,,,,,,,,,,Decreased,Behavioural change,151.1,301048,2018,POINT (-79.9959 40.4406),10/04/2021 09:23:47 AM
2021,69834,Municipalidad de General Alvear (Mendoza),"General Alvear, Buenos Aires",Argentina,Latin America,public,Yes,2014-01-01 - 2014-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climática, que fue diseñada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.","CH4, CO2, N20",0,365148.77,0,30341.85,0,4653.97,,,,,,This is our first year of calculation,"Other, please specify",14448,46429,2010,POINT (-67.6955 -34.978),10/04/2021 09:23:47 AM
2021,60140,City of Nakuru,Nakuru,Kenya,Africa,public,Intending to undertake in the next 2 years,,Province / County,,,,,,,,,,,,,,,,,,7498.82,2038945,2019,POINT (36.08 -0.30309),10/04/2021 09:23:47 AM
2021,1499,Ajuntament de Barcelona,Barcelona,Spain,Europe,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Barcelona's local Government uses it's own protocol, which takes into account IPCC 2016 and which has been partially adapted to the GPC Protocol.","CH4, CO2, N20",1121894,1986025,,795667,,60247,,,,,,Stayed the same,Emissions have not changed,102.15,1664182,2020,POINT (2.1775 41.3823),10/04/2021 09:23:47 AM
2021,31146,Addis Ababa City Administration,Addis Ababa,Ethiopia,Africa,public,Yes,2016-01-01 - 2016-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),The city has experience in using the GPC protocoal,"CH4, CO2, N20",,9856045,,540,,4622548,,,,,,Increased,Increased energy/electricity consumption,540,3689000,2020,POINT (38.7544 9.02887),10/04/2021 09:23:47 AM
2021,850585,Municipality of Ambato,,Ecuador,Latin America,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,,,,,,,,,,,,,1022.32,387309,2020,,10/04/2021 09:23:47 AM
2021,863202,Trenggalek Regency,,Indonesia,Southeast Asia and Oceania,public,Yes,2020-01-01 - 2020-12-31,City / Municipality,Partial – covers part of the city and adjoining ar,2006 IPCC Guidelines for National Greenhouse Gas Inventories,Laporan Penurunan Emisi Gas Rumah Kaca (RAD-GRK) Provinsi Jawa Timur menggunakan metode berdasarkan IPCC 2006,CO2,,,,,,,,,,,,This is our first year of calculation,Lack of resource / funding overcome,1.261,748432,2018,,10/04/2021 09:23:47 AM
2021,35884,"City of San Diego, CA",San Diego,United States of America,North America,public,Yes,2020-01-01 - 2020-12-31,City / Municipality,Smaller – covers only part of the city,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,"CH4, CO2, N20",43698,5500228,,4591391,,,,,,,,Decreased,"Other, please specify: Utility account change",859.9,1426000,2021,POINT (-117.17 32.7181),10/04/2021 09:23:47 AM
2021,54125,"City of Boise, ID",Boise,United States of America,North America,public,,,City / Municipality,,,,,,,,,,,,,,,,,,,241590,2020,,10/04/2021 09:23:47 AM
2021,54342,Jbail-Byblos Municipality,,Lebanon,Middle East,public,Not intending to undertake,,City / Municipality,,,,,,,,,,,,,,,,,,,40000000,2019,,10/04/2021 09:23:47 AM
2021,54066,"City of Fort Collins, CO",Fort Collins,United States of America,North America,public,Yes,2020-01-01 - 2020-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Some calculations are still applied from the ICLEI Community Protocol, however these calculations align with the methods required by GPC.","CH4, CO2, N20, SF6",,996779.22,,731412.01,,45541.44,,,,,,Decreased,"Other, please specify: Several changes contributed",147.76,171629,2020,POINT (-105.084 40.5853),10/04/2021 09:23:47 AM
2021,834406,Municipality of San Pedro Tlaquepaque,,Mexico,Latin America,public,Yes,2018-01-01 - 2019-01-01,City / Municipality,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,"El citado inventario, se elaboró en cumplimiento al convenio específico de colaboración celebrado entre el Instituto Metropolitano de Planeación y Gestión delDesarrollo del Área Metropolitana de Guadalajara (IMEPLAN) y del Centro de Transporte Sustentable de México A. C. conocido como el Instituto de Recursos Mundiales (WRI, por sus siglas en inglés) para el “Desarrollo de un inventario integrado de Emisiones de ContaminantesCriterio y Gases y Compuestos de Efecto Invernadero año base 2018”","CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,,,,,,,,270,664193,2015,,10/04/2021 09:23:47 AM
2021,859147,Town of Yosano,,Japan,East Asia,public,In progress,2005-04-01 - 2006-03-31,City / Municipality,Same – covers entire city and nothing else,Regional or country specific methodology,,,,,,,,,,,,,,,,108,22256,2018,,10/04/2021 09:23:47 AM
2021,50650,City of Gibraltar,Gibraltar,Gibraltar,Europe,public,Yes,2019-01-01 - 2019-12-31,Local government area within a greater city / metropolitan area,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),'Global Protocol for Community-Scale Greenhouse Gas Emissions (GPC)’. Following IPCC 2006 Guidelines for most emission sources.,"CH4, CO2, HFCs, N20, PFCs",143602,95565,,112388,,345706,,,,,,Decreased,"Other, please specify",6.7,35263,2019,POINT (-5.35359 36.1408),10/04/2021 09:23:47 AM
2021,859129,Nagaizumi Town,,Japan,East Asia,public,Yes,2012-04-01 - 2013-03-31,City / Municipality,Same – covers entire city and nothing else,Regional or country specific methodology,,"CH4, CO2, N20",,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,59707,"Town of Princeton, NJ",,United States of America,North America,public,Yes,2020-01-01 - 2020-12-31,City / Municipality,Same – covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,"CH4, CO2, N20",,,,,,,370008,,,,,Decreased,"Other, please specify",47.56,31822,2019,,10/04/2021 09:23:47 AM
2021,50361,Ayuntamiento de Hermosillo,Hermosillo,Mexico,Latin America,public,Yes,2014-01-01 - 2015-01-01,Metropolitan area,Larger – covers the whole city and adjoining areas,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,,,,,,Stayed the same,No new inventory to report,1273,936263,2020,POINT (-110.961 29.0892),10/04/2021 09:23:47 AM
2021,834299,Musashino City,,Japan,East Asia,public,Yes,2017-04-01 - 2018-03-31,City / Municipality,Same – covers entire city and nothing else,Regional or country specific methodology,,"CH4, CO2, N20",,,,,,,,,,,,Decreased,,,,0,,10/04/2021 09:23:47 AM
2021,49327,"City of Providence, RI",Providence,United States of America,North America,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,"CH4, CO2, N20",,1941206,,527900,,27994,,,,,,Decreased,"Other, please specify: Industrial decline due to reduction in emissions from power plant",53.35,180609,2020,POINT (-71.4128 41.824),10/04/2021 09:23:47 AM
2021,53921,"City of Tempe, AZ",Tempe,United States of America,North America,public,Yes,2015-01-01 - 2015-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,"CH4, CO2, N20",0,3667560.36,,,,,,,,,,Do not know,Lack of documentation,104.2,192364,2018,POINT (-111.94 33.4255),10/04/2021 09:23:47 AM
2021,58513,"City of Medford, MA",Medford,United States of America,North America,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),The inventory was developed using MAPC's new GHG inventory calculation tool which is designed according to the Global Protocol for Community-Scale Greenhouse Gas Emission Inventories (GPC),"CH4, CO2, N20",,355858,,69076,,1543,,,,,,Decreased,"Other, please specify: change in data collection methods and accounting methodology",20.98,57637,2019,POINT (-122.876 42.3265),10/04/2021 09:23:47 AM
2021,54652,Prefeitura de Osasco,Osasco,Brazil,Latin America,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Larger – covers the whole city and adjoining areas,2006 IPCC Guidelines for National Greenhouse Gas Inventories,Metodologia SEEG.,"CH4, CO2, HFCs, N20, PFCs",,,,,,,952496,,,,,Do not know,Lack of documentation,64.954,699944,2020,POINT (23.5328 46.7919),10/04/2021 09:23:47 AM
2021,859088,Wako City,,Japan,East Asia,public,,,City / Municipality,,,,,,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,35898,Greater Manchester,Manchester,United Kingdom of Great Britain and Northern Ireland,Europe,public,Yes,2018-01-01 - 2018-12-31,Metropolitan area,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,"CH4, CO2, N20",323501.24,10562880.32,0,3096740.01,45046.12,4002724.65,,,,,,Increased,Improved data accuracy,1277,2835686,2019,POINT (-2.15783 53.4576),10/04/2021 09:23:47 AM
2021,852443,"Ferndale, MI",,United States of America,North America,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,"CH4, CO2, N20",,,,,,,,,,,,Stayed the same,Emissions have not changed,10.36,20003,2019,,10/04/2021 09:23:47 AM
2021,60053,Indore Municipal Corporation,,India,South and West Asia,public,Yes,-,City / Municipality,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,"CH4, CO2, N20, PFCs",,,,,,,,,,,,Stayed the same,No new inventory to report,276,2197447,2011,,10/04/2021 09:23:47 AM
2021,859253,Mora kommun,,Sweden,Europe,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,"CH4, CO2, HFCs, N20, PFCs, SF6",9634.3,65640,,5960.8,,,,,,,,Decreased,Technological change,3111.48,20390,2018,,10/04/2021 09:23:47 AM
2021,58569,City of Podgorica,Podgorica,Montenegro,Europe,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,,,,,,,,,,,,,1492,185937,2011,POINT (19.2594 42.4304),10/04/2021 09:23:47 AM
2021,54276,City of Greater Bendigo,Bendigo,Australia,Southeast Asia and Oceania,public,In progress,2019-01-01 - 2019-12-31,City / Municipality,Same – covers entire city and nothing else,Regional or country specific methodology,Beyond Zero Emissions (BZE) Australia has developed a tool to assess the broad sectoral emissions for local government areas across Australia. The tool is known as Snapshot.,"CH4, CO2",,,,,,,,,,,,,,3000,123632,2021,,10/04/2021 09:23:47 AM
2021,839970,San Justo (Argentina),San Justo,Argentina,Latin America,public,Yes,2016-01-01 - 2016-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climática, que fue diseñada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.","CH4, CO2, N20",,204058.92,,14316.77,,2335.02,,,,,,This is our first year of calculation,"Other, please specify",26.1,23943,2016,,10/04/2021 09:23:47 AM
2021,44185,Suwon City,Suwon,Republic of Korea,East Asia,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),We report emissions using CIRIS.,"CH4, CO2, N20",,3385485,,2309783,,13889,,,,,,Decreased,"Other, please specify: The effect of greenhouse gas reduction policies such as green mobility, eco-friendly construction, energy conversion, and waste reduction, and external factors such as climate conditions, population reduction, and oil price changes",121.09,1221095,2020,POINT (126.805 37.17),10/04/2021 09:23:47 AM
2021,831431,Cornwall Council,,United Kingdom of Great Britain and Northern Ireland,Europe,public,Yes,2017-04-01 - 2018-03-31,Province / County,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,"CH4, CO2, HFCs, N20, PFCs, SF6",,3010596,,605418,,120046,,,,,,Decreased,"Other, please specify:  A decrease in the national grid electricity emission factor is significant in this reduction.",3563,569578,2019,,10/04/2021 09:23:47 AM
2021,850424,Prefeitura de Itapoá,,Brazil,Latin America,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,,,,,,,,,,,,,256.1,14763,2010,,10/04/2021 09:23:47 AM
2021,54305,Rajkot Municipal Corporation,,India,South and West Asia,public,Yes,2019-04-01 - 2020-03-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,"CH4, CO2, N20",,1124178,,1475520,,,,,,,,Increased,Increased energy/electricity consumption,129.21,1797530,2020,,10/04/2021 09:23:47 AM
2021,59669,"City of North Vancouver, BC",North Vancouver,Canada,North America,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same – covers entire city and nothing else,"Other, please specify: ICLEI Partners for Climate Protection",Canadian Supplement to the International Emissions Analysis Protocol.,"CH4, CO2",,235040,,16486,,2744,,,,,,Increased,Population increase,11.8,52898,2016,POINT (-123.072 49.32),10/04/2021 09:23:47 AM
2021,840178,Michuhol-gu Municipal Government of Incheon,,Republic of Korea,East Asia,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,,,,,,,,,,,,,24.84,425436,2019,,10/04/2021 09:23:47 AM
2021,54681,Prefeitura Municipal de Araçatuba,Araçatuba,Brazil,Latin America,public,In progress,-,City / Municipality,,,,,,,,,,,,,,,,,,1167126,195874,2019,POINT (-50.4328 -21.2089),10/04/2021 09:23:47 AM
2021,54388,Iskandar Regional Development Authority,Iskandar,Malaysia,Southeast Asia and Oceania,public,Yes,2017-01-01 - 2017-12-31,"Other, please specify: Region",Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Iskandar Malaysia was the first in Malaysia to adopt the GPC for Community-Scale Greenhouse Gas Emission Inventories (GPC).  We have used the GPC to determine the GHG emissions  from 2015-2017 and will continue to  use GPC.,"CH4, CO2, N20",10833169,9023926,,7176564,,50996,,,,,,Increased,"Other, please specify: Increased GDP",2217,2090000,2017,POINT (100.992 1.45556),10/04/2021 09:23:47 AM
2021,55159,City of Iwanuma,Iwanuma-shi,Japan,East Asia,public,,,City / Municipality,,,,,,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,74463,"Village of Park Forest, IL",,United States of America,North America,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,"CH4, CO2, N20",,,,,,,69952,48089,66988,,,Stayed the same,"Other, please specify: Better data collection",12.85,21429,2019,,10/04/2021 09:23:47 AM
2021,859056,Kutchan Town,,Japan,East Asia,public,Yes,2004-04-01 - 2005-03-31,City / Municipality,Same – covers entire city and nothing else,Regional or country specific methodology,,CO2,,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,59667,"City of Port Coquitlam, BC",,Canada,North America,public,In progress,2020-01-01 - 2020-12-31,City / Municipality,Same – covers entire city and nothing else,,,CO2,,,,,,,,,,,,,,29.17,58612,2016,,10/04/2021 09:23:47 AM
