"Year.Reported.to.CDP","Account.Number","Organization","City","Country","CDP.Region","Access","City.boundary","Type.of.target","Sector","Identify.and.explain.sources.that.differ.from.the.inventory","Target.boundary.relative.to.city.boundary","Base.year","Year.target.was.set","Base.year.emissions..metric.tonnes.CO2e.","Percentage.reduction.target","Target.year","Target.year.absolute.emissions..metric.tonnes.CO2e.","Projected.population.in.target.year","Intensity.unit..Emissions.per.","Base.year.emissions.per.intensity.unit..metric.tonnes.CO2e.per.denominator.","Estimated.business.as.usual.absolute.emissions.in.target.year..metric.tonnes.CO2e.","Percentage.of.target.achieved.so.far","Select.the.initiatives.that.this.target.contributes.towards","Description.of.the.target.and.the.modelling.methodology.ies..and.parameters.used.to.define.it","Does.this.target.align.with.the.global.1.5...2..C.pathway.set.out.in.the.Paris.Agreement.","Does.this.target.align.to.a.requirement.from.a.higher.level.of.government.","Target.description","Population","Population.Year","City.Location","Last.update","name","entity_type","iso"
2021,59545,"City of Charlottesville, VA","Charlottesville","United States of America","North America","public","Independent city","Base year emissions (absolute) target","All emissions sources included in city inventory","N/A","Same (city-wide) – covers entire city and nothing else",2011,2019,459309,45,2030,252619.95,NA,NA,NA,NA,62,"Global Covenant of Mayors for Climate & Energy",NA,"Yes - 1.5 °C","No","On July 1, 2019, the Council of the City of Charlottesville, Virginia resolved that the City of Charlottesville adopt the goal of 45% reduction in community-wide greenhouse gas emissions by 2030 target from its 2011 inventory year, and the goal of carbon neutrality by 2050.",47266,2019,"POINT (-78.4767 38.0293)","2021-10-04T09:30:14.243","Charlottesville, VA","City","USA"
2021,50560,"City of Oakland, CA","Oakland","United States of America","North America","public","City / Municipality","Base year emissions (absolute) target","All emissions sources included in city inventory","N/A","Same (city-wide) – covers entire city and nothing else",2005,2010,3542130,36,2020,2266963.2,NA,NA,NA,NA,63,"Cities Race to Zero; Deadline 2020 - Delivering the 1.5 degree ambition of the Paris Agreement in a resilient, inclusive way; Global Covenant of Mayors for Climate & Energy; Mayors National Climate Action Agenda; One Planet City Challenge; We Are Still In",NA,"Yes - 1.5 °C","Yes, but it exceeds its scale or requirement","The target is to reduce Oakland's overall City emissions to be 36% lower than 2005 citywide emissions by 2020, 56% lower by 2030, and carbon neutral by 2045.  These targets exceed sub-national requirement set by the State of California.  No national requirement for cities exists in the United States.",440981,2021,"POINT (-122.271 37.8044)","2021-10-04T09:30:14.243","Oakland, CA","City","USA"
2021,44184,"Ulsan Metropolitan Government","Ulsan-si","South Korea","East Asia","public","Local government area within a greater city / metropolitan area","Baseline scenario (business as usual) target","Other, please specify: 시 관리 비산업부문(건물, 공공기타, 수송, 농축산, 폐기물)","감소량은 측정 가능한 데이터만을 사용하여 계산되었습니다.","Smaller – covers only part of the city",2017,2030,7166000,30.4,2030,NA,NA,NA,NA,7691000,21,"Global Covenant of Mayors for Climate & Energy","국가 차원에서 산업 부문의 최종 에너지 수요를 예측한 후 축소 방법론을 적용합니다.","Yes - 1.5 °C","Yes, and it exceeds its scale or requirement","국가 NDC는 2030년까지 기준연도에 2017년 대비 24.4% 감축 목표를 갖고 있으며, 우리 시는 2030년까지 예상 대비 배출량을 30.4% 감축하는 것을 목표로 하고 있습니다.",1153901,2020,NA,"2021-10-04T09:30:14.243","Ulsan","City","KOR"
2021,834278,"Municipality of Resistencia",NA,"Argentina","Latin America","public","City / Municipality","Baseline scenario (business as usual) target","Other, please specify: Energía, Transporte y Desechos","Se toman a consideración las fuentes de emisión clasificadas en el inventario como básicas (siguiendo el estándar GPC). El nivel BASIC (básico) cubre las fuentes de emisión que se producen en casi todas las ciudades (energía estacionaria, transporte dentro de los límites y desechos generados en la ciudad), donde las metodologías y datos de cálculo están fácilmente disponibles. Se corresponde a un marco de reporte inducido por la ciudad. En detalle, las emisiones cubiertas son: - Energía Estacionaria, alcances 1 y 2 - Transporte, alcance 1 (se utiliza el método de venta de combustible) y 2- Residuos, alcance 1 y 3Se decidió no incorporar las emisiones de agricultura y ganadería y las emisiones de alcance 3 de energía estacionaria (incluidas en el inventario) ya que sobre estas, los gobiernos locales no tienen capacidad de realizar acciones concretas para mitigarlas. Se incluyeron sólo aquellas que pueden ser gestionados más fácilmente a escala local.","Same (city-wide) – covers entire city and nothing else",2018,2020,923868.22,21,2030,NA,NA,NA,NA,1150448.57,NA,NA,"El aumento porcentual relativo de emisiones de Argentina proyectado para el 2030 es del 45,65%. Este aumento será considerado para la preparación del escenario BAU de Resistencia donde se proyectarán las emisiones alcanzadas por el nivel BÁSICO. Como se mostró en el punto 3.1.1.6, éste nivel abarca los sectores en los cuales los gobiernos locales poseen mayor capacidad de realizar acciones concretas, y que pueden ser gestionados más fácilmente que los incluidos en el nivel BÁSICO+. Para correlacionar el escenario Business as Usual nacional con el de Resistencia se realizó un ajuste considerando las tasas de aumento poblacional. El factor de ajuste es equivalente a la relación entre la variación poblacional en el período 2018-2030 a nivel nacional y local. Factor de ajuste=(variación población 2018-2030 Resistencia)/(variación población 2018-2030 Argentina)El INDEC estima que durante este tiempo la población de Argentina aumentará un 11,04% y del municipio un 7,88% . Por lo tanto, el factor de ajuste resulta de 0,7142. Así, el aumento de emisiones proyectado para Resistencia será del 32,60%.Aumento de emisiones Resistencia 2018-2030(%)=45,65%*0,7142=32,60%Tomando de base el inventario BÁSICO de Resistencia del 2018, las emisiones proyectadas bajo el escenario tendencial al 2030 serán de 1.150.448,57tCO2e.Emisiones Resistencia al 2030 (tCO2e)=867581,11tCO2e*1,3260=1.150.448,57tCO2eTomando como referencia la meta de reducción de emisiones presentada por el país y acorde a lo indicado en el Pacto de Alcaldes por el Clima y la Energía, se establece una reducción mínima de emisiones en la ciudad de Resistencia del 21% respecto al escenario BAU al 2030, considerando las fuentes de emisión del alcance BÁSICO.","Do not know","No","Se espera que la reducción de emisiones propuesta por Resistencia y las medidas que se desarrollen para su concreción, se sumen a los esfuerzos nacionales.",305461,2018,NA,"2021-10-04T09:30:14.243","Resistencia","City","ARG"
2021,54402,"City of Lahti","Lahti","Finland","Europe","public","City / Municipality","Base year emissions (absolute) target","All emissions sources included in city inventory",NA,"Same (city-wide) – covers entire city and nothing else",1990,2019,1174000,80,2025,234800,NA,NA,NA,NA,59,"Global Covenant of Mayors for Climate & Energy",NA,"Yes - 1.5 °C","Yes, but it exceeds its scale or requirement","The City strategy 2018 stated the emission target of -70% by 2030 (from 1990 level). However, the emissions are lowering faster phase than anticipated, so the City Board made decision 6/2019 that the reduction should be -80% by 2025. With compensationing and trade-offs this means carbon neutrality by 2025. Finnish national climate target is 2035.",120133,2021,"POINT (25.65 60.9833)","2021-10-04T09:30:14.243","Lahti","City","FIN"
2021,73763,"San Carlos City",NA,"Philippines","Southeast Asia and Oceania","public","City / Municipality","Base year emissions (absolute) target","Waste","Two (2) major subsectors are measured when calculating GHG emissions in the waste sector: solid waste and wastewater. Due to limitations in data availability, this inventory calculated for emissions from solid waste subsector only.","Same (city-wide) – covers entire city and nothing else",2016,2017,58.9,5,2020,55.955,NA,NA,NA,NA,61,"Carbon Neutral Cities Alliance; Global Covenant of Mayors for Climate & Energy; ICLEI’s Green Climate Cities Program; One Planet City Challenge",NA,"Yes - 1.5 °C","Yes","Reduce 5% of Greenhouse gas emission in the waste sector through implementation of No Plastic Policy. and different  programs to reduce waste generation.",132536,2015,NA,"2021-10-04T09:30:14.243","San Carlos","City","PHL"
2021,59535,"Town of Vail, CO","Vail","United States of America","North America","public","City / Municipality","Base year emissions (absolute) target","Energy","The inventory includes local government operations.  Carbon emissions from electricity, natural gas and fleet vehicle fuel usage, both diesel and unleaded,  are accounted for.  Since this was the inventory Town of Vail has historically reported on to CDP, the data has been updated to reflect 2020 emissions, showing an overall 34% reduction in emissions since the baseline year.  The next section details the City-wide inventory data.","Smaller – covers only part of the city",2006,2009,10829.64,20,2020,8663.712,NA,NA,NA,NA,100,"Individual City Commitment; Mayors National Climate Action Agenda; Other, please specify: Climate Action Plan for Eagle County, Colorado Communities for Climate Action, Town of Vail Environmental Sustainability Strategic Plan",NA,"Yes - 1.5 °C","Yes","This target was established in 2009 prior to the Paris Climate Agreement. It was set as an ambitious yet attainable goal.  For muncipal operations in Vail, the Town achieved a 34% reduction in emissions by the end of 2020. Town of Vail will be publishing an updated Environmental Sustainability Strategic Plan, which will be in alignment with the Intergovernmental Panel  on Climate Change and align with at least the 1.5°C pathway set forth in the Paris Agreement.  The Town of Vail has also adopted the the Climate Action Plan of Eagle County and the Climate Action Plan 2020 Update which establishes a 25% reduction in Greenhouse Gas Emissions by 2025, 50% by 2030 and 80% reduction by 2050.",5434,2019,"POINT (-106.374 39.6403)","2021-10-04T09:30:14.243","Vail, CO","City","USA"
2021,55800,"City of Cambridge, MA","Cambridge, MA","United States of America","North America","public","City / Municipality","Base year emissions (absolute) target","All emissions sources included in city inventory",NA,"Same (city-wide) – covers entire city and nothing else",2012,2030,1462236,47,2030,774985.08,NA,NA,NA,NA,NA,"Global Covenant of Mayors for Climate & Energy; Individual City Commitment",NA,"Yes - 2 °C","Yes","47% reduction over baseline year by 2030 is a straight line trajectory towards carbon neutral by 2050",116632,2019,"POINT (-93.3273 45.601)","2021-10-04T09:30:14.243","Cambridge, MA","City","USA"
2021,859127,"Kikugawa City",NA,"Japan","East Asia","public",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-10-04T09:30:14.243","Kikugawa","City","JPN"
2021,862573,"Regional District of Central Kootenay, BC",NA,"Canada","North America","public","Other, please specify: Regional District","Base year emissions (absolute) target","Other, please specify: Community emissions only, does not include corporate emissions",NA,"Same (city-wide) – covers entire city and nothing else",2007,2011,163625,25,2030,122718.75,NA,NA,NA,NA,0,NA,NA,"No","No","More ambitious emission reduction targets that align with national targets have not yet been formally adopted by the RDCK.",59517,2016,NA,"2021-10-04T09:30:14.243","Regional District of Central Kootenay, BC","City","CAN"
2021,831431,"Cornwall Council",NA,"United Kingdom","Europe","public","Province / County","Fixed level target","All emissions sources included in city inventory",NA,"Same (city-wide) – covers entire city and nothing else",NA,2019,NA,NA,2030,0,627313,NA,NA,NA,NA,"Declaring Climate Emergency; Individual City Commitment",NA,"Yes - 1.5 °C","Yes, but it exceeds its scale or requirement","Cornwall Council declared a climate emergency on 22 January 2019, calling for the development of an action plan that would set out the steps required for Cornwall to strive to become carbon neutral by 2030. In developing the report, the Council undertook a greenhouse gas inventory that highlighted Cornwall’s key emitting sectors and engaged with key stakeholders including over 3,000 residents, schools, town and parish councils. Alongside the inventory we commissioned the University of Exeter to carry out 2030 and 2050 scenario modelling which identified solutions to high emitting sectors and the potential timescales for reaching carbon neutrality; this evidence-based approach set the focus and framework for the subsequent action plan development.",569578,2019,NA,"2021-10-04T09:30:14.243","Cornwall, UK","City","GBR"
2021,840917,"Prefeitura de Pau Brasil",NA,"Brazil","Latin America","public",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-10-04T09:30:14.243","Pau Brasil","City","BRA"
2021,54348,"The Local Government of Quezon City","Quezon City","Philippines","Southeast Asia and Oceania","public","City / Municipality","Baseline scenario (business as usual) target","All emissions sources included in city inventory",NA,"Same (city-wide) – covers entire city and nothing else",2016,2020,8014366,30,2030,NA,NA,NA,NA,13656950,NA,"Building Efficiency Accelerator; Deadline 2020 - Delivering the 1.5 degree ambition of the Paris Agreement in a resilient, inclusive way; Global Covenant of Mayors for Climate & Energy; One Planet City Challenge","Under the business-as-usual scenario with 2016 as baseline year and assuming that no climate mitigation action is undertaken by the city from 2016 onwards, Quezon City’s emissions is expected to increase by 85% in 2030, over 200% by 2040 and over 350% by 2050. In line with its Deadline 2020 commitment, the City has set an ambitious 30 % emission reductions by 2030 under BAU scenario which defines a pathway towards carbon neutrality by 2050 following the results of the scenario modeling from C40's Pathways tool.The BAU scenario was developed based on the economic and population growth of QC for each subsector of emissions, including a range of other growth assumptions across key areas of development. The scenario assumes that there is no new policy or technology intervention will be implemented to reduce carbon emissions over time. Landmark local and national legislation, policy, programs, and projects implemented after 2016 are considered beyond the BAU.C40's Pathways tools is a tool for city-scale emissions reduction planning and can help cities identify emission reduction target and overall mitigation priority strategies. It covers the following sectors: stationary energy, transportation and waste sector.","Yes - 1.5 °C","No","The Philippines committed to a projected GHG emissions reduction by 75% (2.71% is unconditional, 72.29% is conditional) from 2020 to 2030 compared to its BAU scenario last April 2021.",2960048,2020,"POINT (120.862 15.6835)","2021-10-04T09:30:14.243","Quezon City","City","PHL"
