Account number,Organization,City,Country,Region,C40,Access,Reporting year,Accounting year,Boundary,Protocol,Protocol column,Gases included,Total emissions (metric tonnes CO2e),Scopes Included ,Total Scope 1 Emissions (metric tonnes CO2e),Total Scope 2 Emissions (metric tonnes CO2e),Comment,Increase/Decrease from last year,Reason for increase/decrease in emissions,Population,Population year,GDP,GDP Currency,GDP Year,GDP Source,Average annual temperature (in Celsius)​,​Average altitude (m),​Land area (in square km),City Location,Country Location
49335,Metropolitan Government of Nashville and Davidson County,Nashville and Davidson ,USA,North America,,Public,2017,2014-01-01 - 2014-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)","The Compact of Mayors requires Community Inventories to adhere to the Global Protocol for Community-Scale Greenhouse Gas Emissions (GPC).  The Team met to map the GPC standards for the two required sectors, Stationary Energy and Inboundary Travel, to the International Council for Local Environmental Initiatives (ICLEI) software that is utilized for entering community inventories.",,13461292,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",6680194,5801169,,Increased,"There was a small increase since the 2011 inventory, which was an incomplete inventory due to limited availability of data. Because of limited documentation of the 2011 inventory, it is difficult to compare the two inventories. There has been a decrease in emissions since the 2005 inventory, even with a growing population. Contributing to decreases in reported community emissions are lower emissions from Nashville’s electric power source, TVA (their emissions per unit energy output declined by about 15% from 2005 to 2014), and more efficient vehicles (vehicle CO2e emissions per mile have decreased from about 450 to 350 grams/mile between 2005 and 2014). Meanwhile (although specific data is unavailable to demonstrate the quantity), building energy efficiency has been improving through both new and retrofit projects during this time frame. LEED certification and Energy Star are examples of growing programs that help improve building energy efficiency.",678889,2015,106695000000,USD     US Dollar,2014,MSA Data (not county only) from US DOC's BEA http://bea.gov/iTable/iTable.cfm?reqid=70&step=10&isuri=1&7003=200&7035=-1&7004=naics&7005=-1&7006=34980&7036=-1&7001=2200&7002=2&7090=70&7007=2014&7093=levels#reqid=70&step=10&isuri=1&7003=200&7004=naics&7035=-1&7005=-1&7006=34980&7001=2200&7036=-1&7002=2&7090=70&7007=2014&7093=levels,15.1,182,1367,"(36.1627, -86.7816)","(37.09024, -95.712891)"
54048,City of Knoxville,Knoxville,USA,North America,,Public,2017,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",ClearPath,,4383703,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",2653938,1647503,,This is our first year of calculation,"This is our first year of using the GPC methodology.  Comparing sectors we've tracked in the past, community emissions are down by about 8% relative to our 2005 baseline.  We have seen an increase in community traffic and business in the City which has prevented continued gains on emissions strategies.",185291,2016,39155000000,USD     US Dollar,2015,US Department of Commerce Bureau of Economic Analysis; http://www.bea.gov/iTable/iTable.cfm?reqid=70&step=1&isuri=1&acrdn=3#reqid=70&step=10&isuri=1&7003=200&7035=-1&7004=naics&7005=-1&7006=28940&7036=-1&7001=2200&7002=2&7090=70&7007=2014&7093=levels,15.3,269,255.2,"(35.9606, -83.9207)","(37.09024, -95.712891)"
31109,City of Melbourne,Melbourne,Australia,South Asia and Oceania,C40,Public,2017,2014-07-01 - 2015-06-30,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)","City of Melbourne includes the emissions sources categorised in the GPC. Emissions sources are converted to CO2e using the emissions factors listed in the Australian National Greenhouse Accounts. * Electricity, gas and water data was provided directly by the utility companies. * Emissions from private vehicle use were estimated using a transport model built by Council which incorporates data from twice yearly traffic surveys and data on vehicle use collected by the Australian Bureau of Statistics. *The amount of waste produced within the municipality was estimated from a waste survey commissioned by Council and conducted in 2012. *Water-borne emissions were included from a private study commissioned by the Port Authority in 2012.",,5319010,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",785326,3632431,,Increased,"2013/14 BASIC (including Scope 3 emissions) totals 5268025 tCO2e compared to 2014/15 BASIC (including Scope 3 emissions) 5319030 tCO2e. This represents a total change of +0.97%. Despite electricity consumption decreasing in the municipality leading to lower scope 2 emissions, scope 1 and 3 emissions have increased. Over this time, the population has increased by 4.96%.",136336,2015,90600000,AUD     Australian Dollar,2015,http://melbourne.geografia.com.au/,16.2,31,38,"(-37.814107, 144.96328)","(-25.274398, 133.775136)"
61790,"City of Emeryville, CA","Emeryville, CA",USA,North America,,Public,2017,2014-01-01 - 2014-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,171413,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",127138,40590,,Decreased,,10570,2014,,USD     US Dollar,,,15.1,7,5.2,"(37.831316, -122.285247)","(37.09024, -95.712891)"
8242,City of Helsinki,Helsinki,Finland,Europe,,Public,2017,2016-01-01 - 2016-12-31,Administrative boundary of a local government,Other,Regionally developed methodology equivalent to GPC (and IPCC guidelines),CO2; CH4; N2O,2789724,Total Scope 1 and Scope 2,2055000,2651000,https://www.hsy.fi/en/experts/climatechange/mitigation/Pages/Greenhouse-Gas-Emissions.aspx,Decreased,"Energy efficiency has improved in buildings and vehicles. National grid electricity produces less CO2 emissions than before. Traffic fuel mix includes more CO2-neutral fuels.
Long term: Less coal in district heating, waste management has improved, industry has decreased.",636000,2016,72067440000,EUR     Euro,2014,Notice: GDP for whole Helsinki region http://www.helsinginseutu.fi/www/HS/en/city-information/,5.9,,216.5,"(60.1733244, 24.9410248)","(61.92411, 25.748151)"
46473,City of Zaragoza,Zaragoza,Spain,Europe,,Public,2017,2014-01-01 - 2014-12-31,Administrative boundary of a local government,Other: Inventario de emisiones simplificado 2014,Metodología propia basada en los factores oficiales del Ministerio de Agricultura y Medioambiente para las emisiones directas y en los de la Comisión Nacional de la Energía para las debidas al uso de la electricidad,CO2,1785604,Total Scope 1 and Scope 2,1175162.74,613341.01,,Decreased,"Fundamentalmente, las medidas adoptadas en las estrategias anteriormente citadas han conseguido una importante reducción de las emisiones en los sectores contemplados en el Pacto de Alcaldes: residencial y movilidad. Y ello tanto en el último año como desde 2015.
Por su parte, el sector industrial ha reducido sus emisiones en el último año aunque, desde 2005 estas han aumentado, Aparte de la influencia de determinadas actuaciones del Ayuntamiento (Plan de Acuerdos voluntarios) la crisis económica ha frenado en parte el incremento de las emisiones en este sector.",702564,2016,33793459000,EUR     Euro,2015,provisional,16.3,208,978,"(41.608629, -0.887012)","(40.463667, -3.74922)"
31446,Taipei City Government,Taipei,Taiwan,East Asia,,Public,2017,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Taipei city have been using GPC methodology to make City GHG inventory since 2014.,,12114538,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",3576815,8540561,,Increased,"The GHG emissions of Taipei City have been verified by third party, BSI Taiwan (British Standards Institution Taiwan), from 2005 to 2015 in 2016. The greenhouse gas emissions of Taipei City in 2015 were 12,117,400 metric tons. The greenhouse gas emissions of the City present a rising tendency in 2005-2008. The increasing tendency slowed down and began to decline since the 2008. 
There is no power plant in Taipei City jurisdiction; electricity usage is all dependent on the electricity grid from outside county. Although Taipei city’s electricity consumption in 2015 was lower 70 million KWh than that in 2014, the GHG emissions increased slightly in 2015 cause of the country’s electricity emission factor increased about 1.34%.",2695704,2016,529676000000,USD     US Dollar,2016,"Gross Domestic Product by Expenditures, National Statistics, R.O.C (Taiwan) (2016) There is no relation data of Taipei GDP.",23,60,272,"(25.037525, 121.563782)","(23.69781, 120.960515)"
35755,Village of Kadiovacik,Kadiovacik,Turkey,Europe,,Public,2017,2016-01-01 - 2016-12-31,Administrative boundary of a local government,Other: GHG Protocols,,CO2,413,Total Scope 1 and Scope 2,366,447,,Decreased,,218,2017,10000,TRY     New Turkish Lira,2017,Governmental,19,327,5947,"(38.3434574, 26.553613)","(38.963745, 35.243322)"
35885,Tel Aviv-Yafo Municipality,Tel Aviv-Yafo ,Israel,South and West Asia,,Public,2017,2012-01-01 - 2012-12-31,Administrative boundary of a local government,International Emissions Analysis Protocol (ICLEI),Adapted to Israel,CO2; CH4; N2O,4654482,Total Scope 1 and Scope 2,1624158,3303323,Data was based mostly on estimates and the Inventory is in Hebrew,Increased,"Mainly due to increase in electricity consumption, however increase is less than population growth so per capita there is a decrease in emissions, especially in energy in the industrial sector.  Also emissions from waste have increased only slightly and per capita have decreased, this is in line with Municipal policies to reduce landfill waste disposal.",432900,2014,,,,,20,40,52,"(32.081604, 34.782285)","(31.046051, 34.851612)"
35858,City of Cape Town,Cape Town,South Africa,Africa,C40,Public,2017,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)","During 2014 the City updated its energy profile and released a State of Energy Report in 2015 (based on 2012 data year). The City does a full energy profile update every 5 years. The process includes a baseline data collection which was collected from the following 5 sectors: Residential Sector, Commercial Sector, Sector, Local Government, Transport Sector. For the 2017 CDP submission, the City undertook a process to update its GPC data by updating the two major energy sources with actual available data, i.e. Electricity and liquid fuel sections. For the remaining energy sources (coal and solid waste), a scaling factor was used calculate the 2015 data. Therefore all the data reported for the 2017 CDP is based on 2015 base year. The City's GHG account/inventory is based on the Global Protocol for Community-Scale Greenhouse Gas Emissions Reporting Draft v2 (GPC). Emissions factors draw on those of the IPCC (web based and regularly updated) for South Africa, as well as Eskom for local electricity emissions factors.  In the 2017 Cape Town GPC summary table provided (base year 2015), Scope 1 includes all emissions that physically take place within the Cape Town area. This includes liquid fuels consumed and coal. Even if that liquid fuel is moved out of the area, it is still accounted for as per point of sale. This scope includes the emissions from Ankerlig and Acacia power stations (Energy supplied to the grid - territorial); but these are removed in the final balance for Cape Town as per protocol (this is accounted for within national electricity production accounts of Eskom). Scope 2 includes emissions from electricity produced elsewhere in the country, but consumed in Cape Town. This column accounts for the majority of these emissions, but a small portion are recorded in Scope 3, reflecting that component of the emissions factor that relates to Transmission and distribution (i.e. from power station to municipal boundary; and amounting to 0.04 of the 1.03 emissions factor). Also included within the category energy industries is the municipal distribution losses.",,21233880,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",11140682,12240934,,Decreased,"The City of Cape Town undertook a process to update the GHG inventory by updating the two main energy sources with 2015 available data,i.e. electricity and liquid fuel. 
The electricity consumption has decreased 5% in comparison to the 2012 data – over the last few years there has been a decoupling of electricity consumption in comparison to the GDP. 
The liquid fuel consumption has increased by 10% in comparison to the 2012 data. 
Unfortunately the minor energy source data was not available for this GHG update, however it is assumed that it would not have too much influence on the inventory. 
Overall the GHG emissions have increased for the CCT due to the liquid fuel consumption increases by the above mentioned margin. 
does not update its emissions inventory annually, but rather in a process linked to the update of its entire energy profile, which takes place every 4-5 years. In comparison to its last full inventory data (2007), Cape Town's emissions have decreased due to an increase in electricity efficiency between the reporting years  (2007 and 2012).",4012441,2016,388000000000,ZAR     South African Rand,2015,Economic Performance Indicators for Cape Town series. GDP constant figure also available: R301 billion.,16.6,,2444,"(-33.9253, 18.4239)","(-30.559482, 22.937506)"
