Year Reported to CDP,Account Number,Organization,City,Country,CDP Region,Reporting Authority,Access,City-wide Emissions Inventory,Accounting Year,Inventory Boundary,Primary Protocol,Primary Protocol Comment,Common Reporting Framework inventory format (GPC) ,Gases Included,Direct emissions/ Scope 1 (metric tonnes CO2e) for Total generation of grid supplied energy ,Direct emissions/ Scope 1 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy) ,Indirect emissions from use of grid supplied energy/Scope 2 (metric tonnes CO2e) for Total generation of grid supplied energy,Indirect emissions from use of grid supplied energy/Scope 2 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy),Emissions occurring outside city boundary/ Scope 3 (metric tonnes CO2e) for Total generation of grid supplied energy ,Emissions occurring outside city boundary/ Scope 3 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy) ,Total Scope 1 Emissions (metric tonnes CO2e),Total Scope 2 Emissions (metric tonnes CO2e),Total Scope 3 emissions (metric tonnes CO2e),Total BASIC Emissions (GPC),Total BASIC+ Emissions (GPC),Chnage in emissions,Reason for change,​Land area (in square km),Population,Population Year,City Location,Last update
2018,55415,"City of Columbia, SC","Columbia, SC",United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,133358,2015,POINT (-81.0348 34.0007),2020-05-01T03:57:54.890
2018,54066,City of Fort Collins,Fort Collins,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-01-01 - 2017-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,984857,1094437,106039,2043293,2149332,Decreased,Change in data collection methods,,167492,2017,POINT (-105.084 40.5853),2020-05-01T03:57:54.890
2018,42178,Distrito Metropolitano de Quito,Quito,Ecuador,Latin America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,A metropolitan area,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,5081963,,,5759189,8083229,Increased,Population increase,,2239191,2010,POINT (-78.5167 -0.2333),2020-05-01T03:57:54.890
2018,58543,Byron Shire Council,Byron Shire,Australia,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-07-01 - 2016-06-30,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,,,,,,Increased,Improved data accuracy,,31566,2016,POINT (153.533 -28.6534),2020-05-01T03:57:54.890
2018,59540,"City of Elgin, IL",Elgin,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,110000,2010,POINT (-88.263 42.0604),2020-05-01T03:57:54.890
2018,35883,City of San José,"San José, CA",United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Combination of administrative divisions,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),"This 2014 inventory update was prepared based on guidance provided in the ICLEI U.S. Community Protocol for Accounting and Reporting Greenhouse Gas Emissions Version 1.1 (Community Protocol). The Community Protocol defines five basic emissions generating activities that must be included in all protocol-compliant emissions inventory reports. These required activities include:▪ Use of electricity by the community,▪ Use of fuel in residential and commercial stationary combustion equipment,▪ On-road passenger and freight motor vehicle travel,▪ Use of energy in potable water and wastewater treatment and distribution, and▪ Generation of solid waste by the community.In addition to these five required activities, cities may optionally include other emissions activities in their inventory as deemed relevant to their community. To allow closer comparison to the City’s previous community inventory, the 2014 inventory update includes several additional emissions activities that were included in the 2008 community inventory,including:▪ Off-road vehicles (boats, aircraft support equipment, public transit trains),▪ Off-road equipment (e.g., forklifts, lawn mowers), and▪ Wastewater treatment process emissions.",,"CH4, CO2, N20",,,,,,,,,,Not Applicable,Not Applicable,Decreased,Policy change,,1046079,2017,POINT (-121.886 37.3382),2020-05-01T03:57:54.890
2018,50559,"City of St Catharines, ON",St Catharines,Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,903407,46436,91211,1041054,,Stayed the same,Emissions have not changed,,131400,2014,POINT (-79.2469 43.1594),2020-05-01T03:57:54.890
2018,50794,Prefeitura Municipal de Caieiras,Caieiras,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,98.223,2017,POINT (-46.7402 -23.3612),2020-05-01T03:57:54.890
2018,54388,Iskandar Regional Development Authority,Iskandar,Malaysia,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,A metropolitan area,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,19330000,6873851,,15560000,,Decreased,Policy change,,1900000,2017,POINT (100.992 1.45556),2020-05-01T03:57:54.890
2018,59158,Moroni City,Moroni,Comoros,Africa,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,33277,0,0,49285,53260,This is our first year of calculation,Lack of resource / funding overcome,,40050,2003,POINT (43.2473 -11.7172),2020-05-01T03:57:54.890
2018,50555,City of Hamilton,Hamilton,Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,214556952,2749205,0,217306157,0,Do not know,Change in accounting methodology,,550700,2015,POINT (-79.8661 43.25),2020-05-01T03:57:54.890
2018,60433,City of Hvidovre,Hvidovre,Denmark,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,118724,100672,0,219396,219396,Decreased,Technological change,,52964,2017,POINT (12.4754 55.6425),2020-05-01T03:57:54.890
2018,54656,Prefeitura de Vinhedo,Vinhedo,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,In progress,,,,,,,,,,,,,,,,,,,,,71217,2014,POINT (-46.9838 -23.0307),2020-05-01T03:57:54.890
2018,832838,Town of Wellfleet,Wellfleet,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,,0,POINT (-70.031 41.9305),2020-05-01T03:57:54.890
2018,73240,Tuzla Municipality,Tuzla,Turkey,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,235000,2015,POINT (18.6735 44.5375),2020-05-01T03:57:54.890
2018,31176,Prefeitura do Rio de Janeiro,Rio de Janeiro,Brazil,Latin America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2012-01-01 - 2012-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,17326232,,,17006642,22574735,Increased,Increased energy/electricity consumption,,6520266,2017,POINT (-43.5614 -22.9054),2020-05-01T03:57:54.890
2018,54060,City of Greater Sudbury / Grand Sudbury,Sudbury,Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,In progress,,,,,,,,,,,,,,,,,,,,,160000,2011,POINT (-80.9645 46.5268),2020-05-01T03:57:54.890
2018,54615,Prefeitura da Estância Turística de São Roque,São Roque,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,88.473,2017,POINT (-47.1294 -23.5428),2020-05-01T03:57:54.890
2018,54409,City of Espoo,Espoo,Finland,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities",public,Yes,2017-01-01 - 2017-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,903000,240000,,1143000,,Decreased,Technological change,,279044,2017,POINT (24.6559 60.2055),2020-05-01T03:57:54.890
2018,49334,"City of Richmond, VA","Richmond, VA",United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,1367962,1422177,60470,,,Decreased,Behavioural change,,222853,2017,POINT (-77.436 37.5407),2020-05-01T03:57:54.890
2018,826188,Ayuntamiento de Tuxcueca,Tuxcueca,Mexico,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,6000,2017,POINT (-103.24 20.8555),2020-05-01T03:57:54.890
2018,58797,Hørsholm Kommune,Hørsholm,Denmark,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,74378.679,43451.079,,,,Decreased,Technological change,,24856,2015,POINT (12.5049 55.8835),2020-05-01T03:57:54.890
2018,53921,"City of Tempe, AZ",Tempe,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2016-01-01,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,1285662.84,,,3187650.72,4577183.32,Do not know,Lack of documentation,,175826,2015,POINT (-111.94 33.4255),2020-05-01T03:57:54.890
2018,50211,Tbilisi City,Tbilisi,Georgia,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,In progress,,,,,,,,,,,,,,,,,,,,,1158.7,2017,POINT (44.8271 41.7151),2020-05-01T03:57:54.890
2018,10495,City of Las Vegas,Las Vegas,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-01-01 - 2017-12-31,A metropolitan area,Other,"Community data was collected from local utilities (NV Energy and Southwest Gas), the Nevada Department of Transportation's Annual VMT Report for Clark County, the Regional Transportation Commission of Southern Nevada, and the Nevada Department of Environmental Protection.",,CO2,,,,,,,13551605,10609919,3526726,Not Applicable,Not Applicable,Do not know,Lack of documentation,,648224,2017,POINT (-115.14 36.1699),2020-05-01T03:57:54.890
2018,58795,Blantyre City Council,Blantyre,Malawi,Africa,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,-,,,,,,,,,,,,,,,,,,,,994517,2017,POINT (35.0378 -15.8028),2020-05-01T03:57:54.890
2018,55418,City of Huntington Beach,Huntington Beach,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,202498,2016,POINT (-117.999 33.6603),2020-05-01T03:57:54.890
2018,36279,Comune di Cremona,Cremona,Italy,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,,0,POINT (10.023 45.1405),2020-05-01T03:57:54.890
2018,830945,Prefeitura Municipal de Juruena,Juruena,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,,0,POINT (-58.3589 -10.3178),2020-05-01T03:57:54.890
2018,73295,"City of La Crosse, WI",La Crosse,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2017-01-01 - 2017-12-31,Administrative boundary of a local government,City specific methodology,,,CO2,,,,,,,0,10647,0,Not Applicable,Not Applicable,Increased,Emissions reduction actions not implemented,,51320,2010,POINT (-91.2396 43.8014),2020-05-01T03:57:54.890
2018,58485,Abington Township,Abington,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,Regional or country specific methodology,"The Delaware Valley Regional Planning Commission (DVRPC) is the designated Metropolitan Planning Organization (MPO) for the Greater Philadelphia Region. DVRPC works to promote regional cooperation in a 9-county, bi-state region. The region includes Bucks, Chester, Delaware, Montgomery (the county where Abington Township is located and the third largest Pennsylvania county), and Philadelphia counties in Pennsylvania; and Burlington, Camden, Gloucester, and Mercer counties in New Jersey. DVRPC facilitates city, county and state representatives of this region to address key concerns such as transportation, land use, environmental protection and economic development. DVRPC conducts a regional Energy Use and Greenhouse Gas Emissions Inventory on a 5-year interval. A detailed guide outlining the methods and data sources used for DVRPC’s 2010 Energy Use and Greenhouse Gas Emissions in Greater Philadelphia, may be viewed at https://www.dvrpc.org/EnergyClimate/pdf/2010_Energy_Use_and_Greenhouse_Gas_Emissions_in_Greater_Philadelphia-Methods_and_Sources.pdf.  Abington Township's most recent inventory from DVRPC's 2015 inventory is summarized below: 1. DVRPC conducted a baseline inventory in 2005 which may be found at http://www.dvrpc.org/reports/09038A.pdf  (Abington's results may be found on line 1 of page 66 or A-13 of this document under the Table ""Montgomery County, PA – 2005 Greenhouse Gas Emissions Allocated to Municipality (MTCO2E)""; 2. A 2010 inventory for which Abington Townships results may be found at http://www.dvrpc.org/webmaps/MunicipalEnergy/mcdDetail.aspx?mcdcode=4209100156  under ""GHG Emissions by Sector"" which is further broken down at the end under ""Non-Energy Greenhouse Gas Emissions""; and 3. The 2015 Inventory which may be found at https://www.dropbox.com/s/spoami2099bynff/DVRPC%202015%20Inventory_Abington%20Township%20-2018-07-09%20-%20FINAL.xlsx?dl=0.  The 2015 results are being reported for this questionnaire.",,"CH4, CO2, HFCs, N20, PFCs",,,,,,,387882,150805,24439,Not Applicable,Not Applicable,Decreased,Technological change,,55310,2010,POINT (-75.1195 40.1241),2020-05-01T03:57:54.890
2018,31117,City of Toronto,Toronto,Canada,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,14709387,891143,2982731,18078458,18195192,Decreased,Change in available data,,2731571,2016,POINT (-79.3832 43.6532),2020-05-01T03:57:54.890
2018,60233,Pärnu City Government,Pärnu,Estonia,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities",public,No,,,,,,,,,,,,,,,,,,,,,51655,2017,POINT (24.4966 58.3858),2020-05-01T03:57:54.890
2018,31165,Stadt Heidelberg,Heidelberg,Germany,Europe,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,563517,453827,,967417,985990,Decreased,Technological change,,150054,2015,POINT (8.67243 49.3988),2020-05-01T03:57:54.890
2018,55324,Município de Guimarães,Guimarães,Portugal,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,2006 IPCC Guidelines for National Greenhouse Gas Inventories,A metodologia de cálculo de emissões de CO2 é baseada nos princípios do IPCC. Os dados apresentados são determinados aplicando fatores de emissão aos dados resultantes do inventário de energia. O consumo de energia é calculado usando um modelo matemático baseado no consumo de energia local e variáveis macroeconômicas e demográficas.,,CO2,,,,,,,257015,144852,,Not Applicable,Not Applicable,Decreased,Policy change,,154458,2016,POINT (-8.29224 41.4443),2020-05-01T03:57:54.890
2018,57616,"City of Lake Forest, IL",Lake Forest,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-01-01 - 2017-12-31,A metropolitan area,,,,,,,,,,,,,,,,Do not know,Lack of documentation,,19375,2010,POINT (-87.8406 42.2586),2020-05-01T03:57:54.890
2018,74680,City of Iasi,Iasi,Romania,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,In progress,,,,,,,,,,,,,,,,,,,,,363143,2017,POINT (27.35 47.1),2020-05-01T03:57:54.890
2018,60416,Municipalidad de San Isidro (Argentina),San Isidro (Argentina),Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,No,,,,,,,,,,,,,,,,,,,,,292.878,2010,POINT (-68.8122 -32.9775),2020-05-01T03:57:54.890
2018,59167,Municipalidad de Providencia,Providencia,Chile,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,126487,2012,POINT (-70.6092 -33.4313),2020-05-01T03:57:54.890
2018,35862,City of Detroit,Detroit,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2012-01-01 - 2012-12-31,Administrative boundary of a local government,,,,,,,,,,,,,,,,,,,673104,2017,POINT (-83.0457 42.3314),2020-05-01T03:57:54.890
2018,36262,Comune di Genova,Genova,Italy,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2011-01-01 - 2011-12-31,Administrative boundary of a local government,,,,,,,,,,,,,,,,,,,580548,2017,POINT (9.31841 44.348),2020-05-01T03:57:54.890
2018,20113,City of Vancouver,Vancouver,Canada,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2017-01-01 - 2017-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,2536992,58204,105937,2698097,2698097,Increased,Change in weather conditions,,631486,2016,POINT (-123.114 49.2612),2020-05-01T03:57:54.890
2018,60354,Prefeitura de São Sebastião,São Sebastião,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,73942,2010,POINT (-23.76 -45.41),2020-05-01T03:57:54.890
2018,60419,Municipalidad de Rio Grande,Rio Grande,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,981954,,12815,810086,810086,Do not know,Other,,84246,2017,POINT (-67.7002 -53.786),2020-05-01T03:57:54.890
2018,54402,City of Lahti,Lahti,Finland,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,2006 IPCC Guidelines for National Greenhouse Gas Inventories,"With some national modifications. Emissions and energy use are calculated from year 2015, when Lahti had not yet united with neighbouring community Nastola. Lahti had 103914 inhabitants and its area was 518 sq-km.",,"CH4, CO2, N20",,,,,,,717200,,,Not Applicable,Not Applicable,Decreased,Technological change,,119573,2017,POINT (25.65 60.9833),2020-05-01T03:57:54.890
2018,74631,Lubumbashi,Lubumbashi,Congo,Africa,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,In progress,,,,,,,,,,,,,,,,,,,,,5652000,2016,POINT (-27 11),2020-05-01T03:57:54.890
2018,74443,"City of Clinton, IA",Clinton,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,26885,2010,POINT (-90.192 41.839),2020-05-01T03:57:54.890
2018,60272,Prefeitura de Campina Grande,Campina Grande,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,410.332,2017,POINT (-35.8808 -7.2291),2020-05-01T03:57:54.890
2018,36286,Comune di Ferrara,Ferrara,Italy,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,133155,2015,POINT (11.619 44.8357),2020-05-01T03:57:54.890
2018,57347,Pingtung County Government,Pingtung County,"Taiwan, Greater China",East Asia,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,2530643.7,2340441.58,0,4682213.96,4871085.28,Increased,Increased energy/electricity consumption,,829939,2017,POINT (120.47 22.6558),2020-05-01T03:57:54.890
2018,58590,"City of Easton, PA",Easton,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-01-01 - 2017-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,199041,145329,,344370,344370,Decreased,Change in weather conditions,,26996,2017,POINT (-75.2207 40.6884),2020-05-01T03:57:54.890
2018,54631,Prefeitura de Cajamar,Cajamar,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,73921,2016,POINT (-46.8725 -23.3646),2020-05-01T03:57:54.890
2018,58513,City of Medford,Medford,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,City specific methodology,"We followed the City of Cambridge's greenhouse gas emissions methodology, which follows GPC.",,"CH4, CO2, N20",,,,,,,225149,110946,7705,Not Applicable,Not Applicable,Decreased,,,57797,2017,POINT (-122.876 42.3265),2020-05-01T03:57:54.890
2018,54116,City of Dubuque,Dubuque,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,,,,,,Decreased,Technological change,,5831,2016,POINT (-90.5071 42.5006),2020-05-01T03:57:54.890
2018,57509,Prefeitura Niterói,Niterói,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,1134407.8,,,1729602.21,,This is our first year of calculation,Lack of knowledge overcome,,499.028,2017,POINT (-43.1184 -22.8928),2020-05-01T03:57:54.890
2018,36494,Comune di Padova,Padova,Italy,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2013-01-01 - 2013-12-31,Administrative boundary of a local government,,,,,,,,,,,,,,,,,,,211210,2017,POINT (11.8768 45.4064),2020-05-01T03:57:54.890
2018,49339,City and County of Honolulu,Honolulu,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,In progress,,,,,,,,,,,,,,,,,,,,,992605,2017,POINT (157.59 21.28),2020-05-01T03:57:54.890
2018,54633,Prefeitura de Lorena,Lorena,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,87980,2017,POINT (-45.1201 -22.7339),2020-05-01T03:57:54.890
2018,49359,City of Harare,Harare,Zimbabwe,Africa,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,2424420,2017,POINT (30.9328 -17.8284),2020-05-01T03:57:54.890
2018,61876,Mazabuka Municipal Council,Mazabuka,Zambia,Africa,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,182205,2016,POINT (27.7491 -15.8613),2020-05-01T03:57:54.890
2018,69985,Sillamäe,Sillamäe,Estonia,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,In progress,,,,,,,,,,,,,,,,,,,,,13360,2017,POINT (27.7617 59.3958),2020-05-01T03:57:54.890
2018,54444,Mülheim an der Ruhr,Mülheim a.d.R,Germany,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,-,,,,,,,,,,,,,,,,,,,,172593,2016,POINT (6.88452 51.4186),2020-05-01T03:57:54.890
2018,50374,Alcaldia Distrital de Cartagena de Indias,Cartagena,Colombia,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,971592,2010,POINT (-75.5501 10.4218),2020-05-01T03:57:54.890
2018,60374,Alcaldía de Ibagué,Ibagué,Colombia,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,564077,2017,POINT (-75.24 4.44851),2020-05-01T03:57:54.890
2018,831230,Municipality of La Marsa,La Marsa,Tunisia,Africa,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,,0,POINT (10.3218 36.8725),2020-05-01T03:57:54.890
2018,55322,Município de Vila Nova de Famalicão,Vila Nova de Famalicão,Portugal,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,133834,2011,POINT (-8.7476 41.381),2020-05-01T03:57:54.890
2018,54100,"City of Columbia, MO","Columbia, MO",United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,900655,1534933,0,2435589.11,,Increased,Population increase,,119098,2017,POINT (-92.3341 38.9517),2020-05-01T03:57:54.890
2018,57641,Wrexham council,Wrexham,United Kingdom of Great Britain and Northern Ireland,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,,0,POINT (-2.9913 53.0466),2020-05-01T03:57:54.890
2018,35887,Ajuntament de Valencia,Valencia,Spain,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2014-01-01 - 2014-12-31,Administrative boundary of a local government,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,,CO2,,,,,,,1343071.09,391352.5,0,Not Applicable,Not Applicable,Decreased,Policy change,,790201,2016,POINT (-0.3763 39.4699),2020-05-01T03:57:54.890
2018,58489,Hoeje-Taastrup Kommune,Hoeje-Taastrup,Denmark,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-01-01 - 2017-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,142768,109441,0,252209,,Decreased,Technological change,,50246,2017,POINT (12.2898 55.6563),2020-05-01T03:57:54.890
2018,54075,City of Lakewood,Lakewood,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,856008,774167,761183,1652223,,Decreased,Legislative change,,154368,2016,POINT (-105.081 39.7047),2020-05-01T03:57:54.890
2018,60898,Ayuntamiento de Naucalpan de Juárez,Naucalpan de Juárez,Mexico,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Intending to undertake in future,,,,,,,,,,,,,,,,,,,,,,0,POINT (-99.2453 19.4631),2020-05-01T03:57:54.890
